,Gene,Promoter,CpG_chrm,CpG_beg,CpG_end
17595,CDT1,CDT1_1,chr16,88803739,88803799
17596,APRT,APRT_1,chr16,88811917,88811977
17597,APRT,APRT_2,chr16,88812077,88812137
17598,TRAPPC2L,TRAPPC2L_2,chr16,88856460,88856520
17599,GALNS,GALNS_1,chr16,88856932,88856992
17600,TRAPPC2L,TRAPPC2L_1,chr16,88857079,88857139
17601,GALNS,GALNS_2,chr16,88857884,88857944
17602,CBFA2T3,CBFA2T3_1,chr16,88941167,88941227
17603,CBFA2T3,CBFA2T3_4,chr16,88941810,88941870
17604,CBFA2T3,CBFA2T3_3,chr16,88976966,88977026
17605,CBFA2T3,CBFA2T3_2,chr16,88977099,88977159
17606,ACSF3,ACSF3_1,chr16,89093828,89093888
17607,ACSF3,ACSF3_2,chr16,89098651,89098711
17608,CDH15,CDH15_1,chr16,89171717,89171777
17609,ZNF778,ZNF778_2,chr16,89202151,89202211
17610,ZNF778,ZNF778_1,chr16,89217653,89217713
17611,ANKRD11,ANKRD11_1,chr16,89490279,89490339
17612,SPG7,SPG7_1,chr16,89508354,89508414
17613,RPL13,RPL13_1,chr16,89560632,89560692
17614,RPL13,RPL13_2,chr16,89560893,89560953
17615,CPNE7,CPNE7_1,chr16,89575764,89575824
17616,CHMP1A,CHMP1A_1,chr16,89657685,89657745
17617,SPATA33,SPATA33_1,chr16,89657786,89657846
17618,CDK10,CDK10_1,chr16,89686641,89686701
17619,SPATA2L,SPATA2L_1,chr16,89701694,89701754
17620,VPS9D1,VPS9D1_2,chr16,89719372,89719432
17621,ZNF276,ZNF276_3,chr16,89719524,89719584
17622,VPS9D1,VPS9D1_1,chr16,89720887,89720947
17623,ZNF276,ZNF276_1,chr16,89721528,89721588
17624,ZNF276,ZNF276_2,chr16,89722339,89722399
17625,FANCA,FANCA_1,chr16,89816636,89816696
17626,SPIRE2,SPIRE2_1,chr16,89828425,89828485
17627,TCF25,TCF25_1,chr16,89873573,89873633
17628,TUBB3,TUBB3_1,chr16,89923295,89923355
17629,DEF8,DEF8_1,chr16,89948745,89948805
17630,GAS8,GAS8_3,chr16,90019482,90019542
17631,GAS8,GAS8_2,chr16,90022473,90022533
17632,GAS8,GAS8_1,chr16,90022643,90022703
17633,PRDM7,PRDM7_1,chr16,90077308,90077368
17634,DOC2B,DOC2B_2,chr17,181520,181580
17635,DOC2B,DOC2B_1,chr17,181639,181699
17636,RPH3AL,RPH3AL_2,chr17,352796,352856
17637,RPH3AL,RPH3AL_1,chr17,386245,386305
17638,C17orf97,C17orf97_1,chr17,410275,410335
17639,VPS53,VPS53_1,chr17,714825,714885
17640,FAM57A,FAM57A_2,chr17,732413,732473
17641,FAM57A,FAM57A_1,chr17,732546,732606
17642,GEMIN4,GEMIN4_2,chr17,752160,752220
17643,VPS53,VPS53_2,chr17,752250,752310
17644,GEMIN4,GEMIN4_1,chr17,752253,752313
17645,GLOD4,GLOD4_1,chr17,782269,782329
17646,RNMTL1,RNMTL1_1,chr17,782303,782363
17647,NXN,NXN_1,chr17,979743,979803
17648,TIMM22,TIMM22_1,chr17,997079,997139
17649,ABR,ABR_1,chr17,1179938,1179998
17650,YWHAE,YWHAE_1,chr17,1400188,1400248
17651,CRK,CRK_1,chr17,1456221,1456281
17652,CRK,CRK_2,chr17,1491667,1491727
17653,MYO1C,MYO1C_1,chr17,1492675,1492735
17654,INPP5K,INPP5K_1,chr17,1516601,1516661
17655,INPP5K,INPP5K_2,chr17,1516871,1516931
17656,SLC43A2,SLC43A2_2,chr17,1628371,1628431
17657,SLC43A2,SLC43A2_1,chr17,1628809,1628869
17658,SCARF1,SCARF1_3,chr17,1644519,1644579
17659,SCARF1,SCARF1_2,chr17,1645721,1645781
17660,RILP,RILP_2,chr17,1649855,1649915
17661,RILP,RILP_1,chr17,1650066,1650126
17662,PRPF8,PRPF8_1,chr17,1684826,1684886
17663,WDR81,WDR81_1,chr17,1716486,1716546
17664,WDR81,WDR81_2,chr17,1724666,1724726
17665,SMYD4,SMYD4_1,chr17,1829851,1829911
17666,RPA1,RPA1_1,chr17,1829955,1830015
17667,RTN4RL1,RTN4RL1_1,chr17,2025323,2025383
17668,DPH1,DPH1_1,chr17,2030103,2030163
17669,OVCA2,OVCA2_2,chr17,2041452,2041512
17670,OVCA2,OVCA2_1,chr17,2041972,2042032
17671,HIC1,HIC1_3,chr17,2054096,2054156
17672,HIC1,HIC1_4,chr17,2054199,2054259
17673,HIC1,HIC1_1,chr17,2055053,2055113
17674,HIC1,HIC1_2,chr17,2056035,2056095
17675,SMG6,SMG6_2,chr17,2266174,2266234
17676,SRR,SRR_1,chr17,2303661,2303721
17677,SMG6,SMG6_1,chr17,2303774,2303834
17678,SRR,SRR_2,chr17,2303906,2303966
17679,TSR1,TSR1_1,chr17,2336443,2336503
17680,SGSM2,SGSM2_1,chr17,2337451,2337511
17681,MNT,MNT_1,chr17,2401049,2401109
17682,METTL16,METTL16_1,chr17,2511848,2511908
17683,PAFAH1B1,PAFAH1B1_4,chr17,2593146,2593206
17684,PAFAH1B1,PAFAH1B1_1,chr17,2593604,2593664
17685,PAFAH1B1,PAFAH1B1_2,chr17,2593910,2593970
17686,PAFAH1B1,PAFAH1B1_3,chr17,2594423,2594483
17687,RAP1GAP2,RAP1GAP2_2,chr17,2755595,2755655
17688,RAP1GAP2,RAP1GAP2_1,chr17,2796418,2796478
17689,TRPV3,TRPV3_2,chr17,3535599,3535659
17690,TRPV3,TRPV3_1,chr17,3557796,3557856
17691,SHPK,SHPK_1,chr17,3636237,3636297
17692,CTNS,CTNS_1,chr17,3636429,3636489
17693,CTNS,CTNS_2,chr17,3636710,3636770
17694,TAX1BP3,TAX1BP3_1,chr17,3668567,3668627
17695,TMEM93,TMEM93_1,chr17,3668762,3668822
17696,P2RX5,P2RX5_4,chr17,3688033,3688093
17697,P2RX5,P2RX5_1,chr17,3696100,3696160
17698,P2RX5,P2RX5_3,chr17,3696242,3696302
17699,P2RX5,P2RX5_2,chr17,3696399,3696459
17700,ITGAE,ITGAE_1,chr17,3723804,3723864
17701,ITGAE,ITGAE_2,chr17,3801157,3801217
17702,NCBP3,NCBP3_1,chr17,3846235,3846295
17703,CAMKK1,CAMKK1_1,chr17,3892946,3893006
17704,P2RX1,P2RX1_1,chr17,3916454,3916514
17705,ATP2A3,ATP2A3_1,chr17,3964426,3964486
17706,ATP2A3,ATP2A3_2,chr17,3967116,3967176
17707,ZZEF1,ZZEF1_1,chr17,4143019,4143079
17708,CYB5D2,CYB5D2_1,chr17,4143150,4143210
17709,ZZEF1,ZZEF1_2,chr17,4143640,4143700
17710,CYB5D2,CYB5D2_2,chr17,4143652,4143712
17711,ANKFY1,ANKFY1_1,chr17,4263945,4264005
17712,UBE2G1,UBE2G1_2,chr17,4366507,4366567
17713,UBE2G1,UBE2G1_1,chr17,4366632,4366692
17714,SPNS3,SPNS3_2,chr17,4433619,4433679
17715,SPNS3,SPNS3_1,chr17,4433890,4433950
17716,SPNS2,SPNS2_1,chr17,4498833,4498893
17717,SPNS2,SPNS2_2,chr17,4536655,4536715
17718,MYBBP1A,MYBBP1A_1,chr17,4555373,4555433
17719,SMTNL2,SMTNL2_2,chr17,4583950,4584010
17720,SMTNL2,SMTNL2_1,chr17,4584479,4584539
17721,ALOX15,ALOX15_1,chr17,4641667,4641727
17722,PELP1,PELP1_1,chr17,4704126,4704186
17723,ARRB2,ARRB2_2,chr17,4710377,4710437
17724,ARRB2,ARRB2_1,chr17,4710632,4710692
17725,PELP1,PELP1_3,chr17,4711389,4711449
17726,ARRB2,ARRB2_3,chr17,4714841,4714901
17727,MED11,MED11_1,chr17,4731378,4731438
17728,CXCL16,CXCL16_2,chr17,4739759,4739819
17729,ZMYND15,ZMYND15_2,chr17,4739880,4739940
17730,CXCL16,CXCL16_1,chr17,4739917,4739977
17731,ZMYND15,ZMYND15_1,chr17,4740049,4740109
17732,VMO1,VMO1_1,chr17,4786353,4786413
17733,GLTPD2,GLTPD2_1,chr17,4788914,4788974
17734,VMO1,VMO1_2,chr17,4789983,4790043
17735,PSMB6,PSMB6_1,chr17,4796114,4796174
17736,PLD2,PLD2_2,chr17,4806697,4806757
17737,PLD2,PLD2_1,chr17,4807133,4807193
17738,MINK1,MINK1_1,chr17,4833328,4833388
17739,C17orf107,C17orf107_1,chr17,4899396,4899456
17740,C17orf107,C17orf107_2,chr17,4899603,4899663
17741,CHRNE,CHRNE_1,chr17,4903080,4903140
17742,GP1BA,GP1BA_1,chr17,4932227,4932287
17743,CHRNE,CHRNE_2,chr17,4934409,4934469
17744,SLC25A11,SLC25A11_1,chr17,4940035,4940095
17745,RNF167,RNF167_3,chr17,4940042,4940102
17746,RNF167,RNF167_1,chr17,4940282,4940342
17747,RNF167,RNF167_2,chr17,4940547,4940607
17748,RNF167,RNF167_4,chr17,4941019,4941079
17749,PFN1,PFN1_1,chr17,4948519,4948579
17750,ENO3,ENO3_1,chr17,4951069,4951129
17751,SPAG7,SPAG7_1,chr17,4967802,4967862
17752,SPAG7,SPAG7_4,chr17,4968616,4968676
17753,CAMTA2,CAMTA2_2,chr17,4987418,4987478
17754,CAMTA2,CAMTA2_1,chr17,4987621,4987681
17755,INCA1,INCA1_1,chr17,4997674,4997734
17756,KIF1C,KIF1C_1,chr17,4997901,4997961
17757,KIF1C,KIF1C_2,chr17,4999657,4999717
17758,SLC52A1,SLC52A1_1,chr17,5035413,5035473
17759,ZFP3,ZFP3_1,chr17,5042299,5042359
17760,ZFP3,ZFP3_2,chr17,5078200,5078260
17761,ZFP3,ZFP3_3,chr17,5078417,5078477
17762,ZNF232,ZNF232_1,chr17,5111865,5111925
17763,ZNF232,ZNF232_2,chr17,5123105,5123165
17764,SCIMP,SCIMP_1,chr17,5234807,5234867
17765,RABEP1,RABEP1_3,chr17,5234896,5234956
17766,RABEP1,RABEP1_1,chr17,5282234,5282294
17767,RABEP1,RABEP1_2,chr17,5282449,5282509
17768,RPAIN,RPAIN_2,chr17,5419116,5419176
17769,RPAIN,RPAIN_3,chr17,5419586,5419646
17770,NUP88,NUP88_1,chr17,5419651,5419711
17771,RPAIN,RPAIN_1,chr17,5420135,5420195
17772,C1QBP,C1QBP_1,chr17,5439098,5439158
17773,DHX33,DHX33_1,chr17,5468888,5468948
17774,DHX33,DHX33_2,chr17,5469020,5469080
17775,DERL2,DERL2_1,chr17,5486163,5486223
17776,MIS12,MIS12_3,chr17,5486335,5486395
17777,MIS12,MIS12_2,chr17,5486519,5486579
17778,DERL2,DERL2_2,chr17,5486806,5486866
17779,MIS12,MIS12_1,chr17,5486816,5486876
17780,NLRP1,NLRP1_1,chr17,5584498,5584558
17781,NLRP1,NLRP1_2,chr17,5619413,5619473
17782,WSCD1,WSCD1_2,chr17,6069066,6069126
17783,WSCD1,WSCD1_4,chr17,6070502,6070562
17784,WSCD1,WSCD1_1,chr17,6071045,6071105
17785,FAM64A,FAM64A_1,chr17,6444405,6444465
17786,PITPNM3,PITPNM3_1,chr17,6556544,6556604
17787,KIAA0753,KIAA0753_3,chr17,6640651,6640711
17788,KIAA0753,KIAA0753_4,chr17,6640878,6640938
17789,TXNDC17,TXNDC17_1,chr17,6641010,6641070
17790,KIAA0753,KIAA0753_1,chr17,6651563,6651623
17791,MED31,MED31_1,chr17,6651563,6651623
17792,SLC13A5,SLC13A5_1,chr17,6713358,6713418
17793,XAF1,XAF1_3,chr17,6755790,6755850
17794,XAF1,XAF1_1,chr17,6755996,6756056
17795,FBXO39,FBXO39_2,chr17,6776165,6776225
17796,TEKT1,TEKT1_1,chr17,6831695,6831755
17797,ALOX12,ALOX12_1,chr17,6995999,6996059
17798,RNASEK,RNASEK_1,chr17,7012574,7012634
17799,RNASEK,RNASEK_2,chr17,7013403,7013463
17800,C17orf49,C17orf49_1,chr17,7014732,7014792
17801,C17orf49,C17orf49_2,chr17,7015018,7015078
17802,C17orf49,C17orf49_3,chr17,7015451,7015511
17803,BCL6B,BCL6B_1,chr17,7023001,7023061
17804,SLC16A13,SLC16A13_1,chr17,7035965,7036025
17805,SLC16A13,SLC16A13_2,chr17,7036138,7036198
17806,SLC16A11,SLC16A11_2,chr17,7043906,7043966
17807,SLC16A11,SLC16A11_1,chr17,7044081,7044141
17808,ASGR2,ASGR2_1,chr17,7114811,7114871
17809,DLG4,DLG4_1,chr17,7217216,7217276
17810,DLG4,DLG4_2,chr17,7219720,7219780
17811,ACADVL,ACADVL_1,chr17,7219888,7219948
17812,DVL2,DVL2_2,chr17,7234271,7234331
17813,DVL2,DVL2_1,chr17,7234506,7234566
17814,PHF23,PHF23_2,chr17,7239271,7239331
17815,PHF23,PHF23_1,chr17,7239428,7239488
17816,GABARAP,GABARAP_3,chr17,7240816,7240876
17817,GABARAP,GABARAP_2,chr17,7241824,7241884
17818,GABARAP,GABARAP_1,chr17,7242418,7242478
17819,CTDNEP1,CTDNEP1_2,chr17,7251699,7251759
17820,CTDNEP1,CTDNEP1_1,chr17,7251966,7252026
17821,ELP5,ELP5_2,chr17,7252165,7252225
17822,ELP5,ELP5_1,chr17,7252503,7252563
17823,CLDN7,CLDN7_3,chr17,7261088,7261148
17824,CLDN7,CLDN7_1,chr17,7262467,7262527
17825,CTDNEP1,CTDNEP1_3,chr17,7263175,7263235
17826,CLDN7,CLDN7_4,chr17,7263202,7263262
17827,CLDN7,CLDN7_2,chr17,7263959,7264019
17828,SLC2A4,SLC2A4_1,chr17,7281668,7281728
17829,YBX2,YBX2_1,chr17,7294625,7294685
17830,EIF5A,EIF5A_4,chr17,7306995,7307055
17831,EIF5A,EIF5A_5,chr17,7307249,7307309
17832,EIF5A,EIF5A_2,chr17,7307580,7307640
17833,EIF5A,EIF5A_1,chr17,7307934,7307994
17834,EIF5A,EIF5A_3,chr17,7308323,7308383
17835,GPS2,GPS2_3,chr17,7314713,7314773
17836,GPS2,GPS2_2,chr17,7315103,7315163
17837,GPS2,GPS2_1,chr17,7315349,7315409
17838,NEURL4,NEURL4_1,chr17,7329324,7329384
17839,ACAP1,ACAP1_1,chr17,7336479,7336539
17840,TNK1,TNK1_1,chr17,7381041,7381101
17841,PLSCR3,PLSCR3_4,chr17,7393934,7393994
17842,PLSCR3,PLSCR3_2,chr17,7394245,7394305
17843,PLSCR3,PLSCR3_1,chr17,7394514,7394574
17844,PLSCR3,PLSCR3_6,chr17,7394834,7394894
17845,TMEM256,TMEM256_3,chr17,7403678,7403738
17846,TMEM256,TMEM256_1,chr17,7404086,7404146
17847,NLGN2,NLGN2_1,chr17,7408125,7408185
17848,TMEM102,TMEM102_1,chr17,7435385,7435445
17849,TMEM102,TMEM102_2,chr17,7435679,7435739
17850,FGF11,FGF11_1,chr17,7438253,7438313
17851,FGF11,FGF11_4,chr17,7438934,7438994
17852,FGF11,FGF11_5,chr17,7439462,7439522
17853,FGF11,FGF11_3,chr17,7439761,7439821
17854,FGF11,FGF11_2,chr17,7440730,7440790
17855,CHRNB1,CHRNB1_1,chr17,7445044,7445104
17856,KIAA0753,KIAA0753_2,chr17,7479570,7479630
17857,ZBTB4,ZBTB4_2,chr17,7479620,7479680
17858,ZBTB4,ZBTB4_1,chr17,7484238,7484298
17859,POLR2A,POLR2A_1,chr17,7484316,7484376
17860,TNFSF12,TNFSF12_2,chr17,7548892,7548952
17861,TNFSF12,TNFSF12_1,chr17,7549008,7549068
17862,TNFSF12-TNFSF13,TNFSF12-TNFSF13_1,chr17,7549056,7549116
17863,TNFSF12-TNFSF13,TNFSF12-TNFSF13_2,chr17,7549450,7549510
17864,TNFSF13,TNFSF13_1,chr17,7558232,7558292
17865,TNFSF13,TNFSF13_4,chr17,7558403,7558463
17866,TNFSF13,TNFSF13_3,chr17,7558700,7558760
17867,TNFSF13,TNFSF13_2,chr17,7558952,7559012
17868,TNFSF13,TNFSF13_5,chr17,7560442,7560502
17869,SENP3,SENP3_1,chr17,7561890,7561950
17870,EIF4A1,EIF4A1_1,chr17,7572776,7572836
17871,CD68,CD68_1,chr17,7579588,7579648
17872,MPDU1,MPDU1_1,chr17,7583802,7583862
17873,SHBG,SHBG_2,chr17,7613982,7614042
17874,FXR2,FXR2_1,chr17,7614886,7614946
17875,SAT2,SAT2_1,chr17,7627810,7627870
17876,SHBG,SHBG_3,chr17,7627944,7628004
17877,WRAP53,WRAP53_4,chr17,7686630,7686690
17878,WRAP53,WRAP53_3,chr17,7687379,7687439
17879,TP53,TP53_1,chr17,7687476,7687536
17880,TP53,TP53_2,chr17,7687584,7687644
17881,WRAP53,WRAP53_2,chr17,7688297,7688357
17882,WRAP53,WRAP53_1,chr17,7688427,7688487
17883,EFNB3,EFNB3_1,chr17,7705179,7705239
17884,DNAH2,DNAH2_1,chr17,7717696,7717756
17885,KDM6B,KDM6B_3,chr17,7834185,7834245
17886,KDM6B,KDM6B_4,chr17,7834642,7834702
17887,KDM6B,KDM6B_6,chr17,7835279,7835339
17888,KDM6B,KDM6B_5,chr17,7836008,7836068
17889,KDM6B,KDM6B_2,chr17,7836405,7836465
17890,CHD3,CHD3_3,chr17,7841895,7841955
17891,KDM6B,KDM6B_1,chr17,7844151,7844211
17892,NAA38,NAA38_1,chr17,7857508,7857568
17893,CYB5D1,CYB5D1_1,chr17,7857664,7857724
17894,NAA38,NAA38_3,chr17,7857866,7857926
17895,CYB5D1,CYB5D1_2,chr17,7857924,7857984
17896,CHD3,CHD3_2,chr17,7857953,7858013
17897,CHD3,CHD3_1,chr17,7884746,7884806
17898,NAA38,NAA38_2,chr17,7885325,7885385
17899,NAA38,NAA38_4,chr17,7885511,7885571
17900,CHD3,CHD3_4,chr17,7888741,7888801
17901,TRAPPC1,TRAPPC1_1,chr17,7931935,7931995
17902,CNTROB,CNTROB_2,chr17,7932055,7932115
17903,CNTROB,CNTROB_1,chr17,7932168,7932228
17904,GUCY2D,GUCY2D_1,chr17,8002584,8002644
17905,ALOX15B,ALOX15B_1,chr17,8039009,8039069
17906,ALOXE3,ALOXE3_2,chr17,8118386,8118446
17907,ALOXE3,ALOXE3_1,chr17,8118503,8118563
17908,HES7,HES7_1,chr17,8124093,8124153
17909,PER1,PER1_2,chr17,8152384,8152444
17910,PER1,PER1_1,chr17,8156318,8156378
17911,VAMP2,VAMP2_6,chr17,8162311,8162371
17912,VAMP2,VAMP2_1,chr17,8162937,8162997
17913,TMEM107,TMEM107_1,chr17,8176365,8176425
17914,TMEM107,TMEM107_2,chr17,8176369,8176429
17915,VAMP2,VAMP2_2,chr17,8176369,8176429
17916,AURKB,AURKB_3,chr17,8210223,8210283
17917,AURKB,AURKB_1,chr17,8210564,8210624
17918,AURKB,AURKB_2,chr17,8222581,8222641
17919,CTC1,CTC1_1,chr17,8248043,8248103
17920,PFAS,PFAS_1,chr17,8249239,8249299
17921,RANGRF,RANGRF_1,chr17,8288622,8288682
17922,SLC25A35,SLC25A35_1,chr17,8295389,8295449
17923,SLC25A35,SLC25A35_2,chr17,8295690,8295750
17924,ARHGEF15,ARHGEF15_1,chr17,8310191,8310251
17925,KRBA2,KRBA2_2,chr17,8376693,8376753
17926,RPL26,RPL26_5,chr17,8382130,8382190
17927,RPL26,RPL26_6,chr17,8382736,8382796
17928,KRBA2,KRBA2_1,chr17,8383182,8383242
17929,RPL26,RPL26_1,chr17,8383182,8383242
17930,NDEL1,NDEL1_2,chr17,8413122,8413182
17931,NDEL1,NDEL1_1,chr17,8435834,8435894
17932,RPL26,RPL26_4,chr17,8629970,8630030
17933,MYH10,MYH10_1,chr17,8630710,8630770
17934,MYH10,MYH10_2,chr17,8631362,8631422
17935,CCDC42,CCDC42_1,chr17,8746108,8746168
17936,PIK3R6,PIK3R6_1,chr17,8867663,8867723
17937,PIK3R5,PIK3R5_1,chr17,8965696,8965756
17938,NTN1,NTN1_2,chr17,9003037,9003097
17939,NTN1,NTN1_1,chr17,9021460,9021520
17940,CFAP52,CFAP52_2,chr17,9575785,9575845
17941,STX8,STX8_1,chr17,9575809,9575869
17942,STX8,STX8_2,chr17,9576580,9576640
17943,CFAP52,CFAP52_1,chr17,9576592,9576652
17944,USP43,USP43_1,chr17,9645467,9645527
17945,GAS7,GAS7_4,chr17,9959484,9959544
17946,GAS7,GAS7_5,chr17,10020000,10020060
17947,GAS7,GAS7_2,chr17,10036646,10036706
17948,GAS7,GAS7_6,chr17,10114577,10114637
17949,GAS7,GAS7_1,chr17,10198595,10198655
17950,ADPRM,ADPRM_2,chr17,10696704,10696764
17951,SCO1,SCO1_1,chr17,10697521,10697581
17952,ADPRM,ADPRM_1,chr17,10697593,10697653
17953,TMEM220,TMEM220_1,chr17,10730012,10730072
17954,TMEM220,TMEM220_2,chr17,10730209,10730269
17955,SHISA6,SHISA6_1,chr17,11241162,11241222
17956,SHISA6,SHISA6_2,chr17,11241391,11241451
17957,DNAH9,DNAH9_1,chr17,11598421,11598481
17958,ZNF18,ZNF18_1,chr17,11997453,11997513
17959,MAP2K4,MAP2K4_1,chr17,12020827,12020887
17960,MYOCD,MYOCD_1,chr17,12665840,12665900
17961,MYOCD,MYOCD_2,chr17,12665968,12666028
17962,ARHGAP44,ARHGAP44_1,chr17,12789448,12789508
17963,ARHGAP44,ARHGAP44_3,chr17,12789759,12789819
17964,ELAC2,ELAC2_1,chr17,13018016,13018076
17965,HS3ST3A1,HS3ST3A1_1,chr17,13601915,13601975
17966,COX10,COX10_1,chr17,14069473,14069533
17967,HS3ST3B1,HS3ST3B1_1,chr17,14301031,14301091
17968,PMP22,PMP22_1,chr17,15262541,15262601
17969,TEKT3,TEKT3_1,chr17,15341586,15341646
17970,CDRT4,CDRT4_1,chr17,15503265,15503325
17971,TVP23C,TVP23C_1,chr17,15563457,15563517
17972,TVP23C,TVP23C_2,chr17,15563596,15563656
17973,TRIM16,TRIM16_2,chr17,15642921,15642981
17974,TRIM16,TRIM16_1,chr17,15651634,15651694
17975,TRIM16,TRIM16_3,chr17,15651850,15651910
17976,ZNF286A,ZNF286A_1,chr17,15699702,15699762
17977,ADORA2B,ADORA2B_2,chr17,15944776,15944836
17978,ADORA2B,ADORA2B_1,chr17,15945080,15945140
17979,TTC19,TTC19_2,chr17,15945215,15945275
17980,ZSWIM7,ZSWIM7_1,chr17,15999693,15999753
17981,TTC19,TTC19_1,chr17,15999774,15999834
17982,NCOR1,NCOR1_1,chr17,16215523,16215583
17983,PIGL,PIGL_1,chr17,16217160,16217220
17984,CENPV,CENPV_1,chr17,16353439,16353499
17985,UBB,UBB_2,chr17,16380729,16380789
17986,UBB,UBB_1,chr17,16381045,16381105
17987,TRPV2,TRPV2_1,chr17,16415521,16415581
17988,TRPV2,TRPV2_2,chr17,16415733,16415793
17989,LRRC75A,LRRC75A_1,chr17,16492096,16492156
17990,ZNF287,ZNF287_1,chr17,16569193,16569253
17991,CCDC144A,CCDC144A_3,chr17,16666662,16666722
17992,CCDC144A,CCDC144A_1,chr17,16690192,16690252
17993,TNFRSF13B,TNFRSF13B_1,chr17,16972074,16972134
17994,MPRIP,MPRIP_1,chr17,17042700,17042760
17995,RP11-45M22,RP11-45M22_1,chr17,17204374,17204434
17996,RP11-45M22,RP11-45M22_3,chr17,17206151,17206211
17997,PLD6,PLD6_1,chr17,17206322,17206382
17998,FLCN,FLCN_1,chr17,17237154,17237214
17999,RP11-45M22,RP11-45M22_2,chr17,17237154,17237214
18000,RP11-45M22,RP11-45M22_4,chr17,17237180,17237240
18001,COPS3,COPS3_1,chr17,17281235,17281295
18002,NT5M,NT5M_1,chr17,17303323,17303383
18003,MED9,MED9_1,chr17,17476950,17477010
18004,RASD1,RASD1_1,chr17,17496384,17496444
18005,PEMT,PEMT_1,chr17,17591697,17591757
18006,PEMT,PEMT_4,chr17,17592051,17592111
18007,RAI1,RAI1_1,chr17,17681408,17681468
18008,RAI1,RAI1_2,chr17,17686008,17686068
18009,SREBF1,SREBF1_1,chr17,17836975,17837035
18010,TOM1L2,TOM1L2_1,chr17,17972386,17972446
18011,DRC3,DRC3_1,chr17,17972812,17972872
18012,GID4,GID4_1,chr17,18039131,18039191
18013,ATPAF2,ATPAF2_1,chr17,18039157,18039217
18014,GID4,GID4_2,chr17,18039340,18039400
18015,DRG2,DRG2_1,chr17,18087898,18087958
18016,MYO15A,MYO15A_1,chr17,18158246,18158306
18017,ALKBH5,ALKBH5_1,chr17,18183064,18183124
18018,ALKBH5,ALKBH5_2,chr17,18183790,18183850
18019,LLGL1,LLGL1_1,chr17,18225585,18225645
18020,FLII,FLII_1,chr17,18258727,18258787
18021,FLII,FLII_2,chr17,18260748,18260808
18022,MIEF2,MIEF2_1,chr17,18261031,18261091
18023,TOP3A,TOP3A_1,chr17,18314952,18315012
18024,SMCR8,SMCR8_1,chr17,18315243,18315303
18025,SHMT1,SHMT1_2,chr17,18363402,18363462
18026,SHMT1,SHMT1_1,chr17,18363520,18363580
18027,EVPLL,EVPLL_1,chr17,18377609,18377669
18028,EVPLL,EVPLL_2,chr17,18377728,18377788
18029,LGALS9C,LGALS9C_1,chr17,18476739,18476799
18030,TRIM16L,TRIM16L_2,chr17,18697959,18698019
18031,TRIM16L,TRIM16L_1,chr17,18722071,18722131
18032,TVP23B,TVP23B_1,chr17,18781133,18781193
18033,PRPSAP2,PRPSAP2_2,chr17,18856291,18856351
18034,PRPSAP2,PRPSAP2_1,chr17,18858081,18858141
18035,B9D1,B9D1_1,chr17,19362699,19362759
18036,MAPK7,MAPK7_1,chr17,19377715,19377775
18037,B9D1,B9D1_2,chr17,19378153,19378213
18038,MAPK7,MAPK7_3,chr17,19378212,19378272
18039,MAPK7,MAPK7_2,chr17,19378448,19378508
18040,RNF112,RNF112_2,chr17,19386655,19386715
18041,MFAP4,MFAP4_1,chr17,19387179,19387239
18042,RNF112,RNF112_3,chr17,19411009,19411069
18043,RNF112,RNF112_1,chr17,19411182,19411242
18044,SLC47A1,SLC47A1_1,chr17,19533817,19533877
18045,ALDH3A2,ALDH3A2_2,chr17,19648124,19648184
18046,ALDH3A2,ALDH3A2_1,chr17,19648725,19648785
18047,ALDH3A2,ALDH3A2_3,chr17,19648876,19648936
18048,ULK2,ULK2_1,chr17,19867925,19867985
18049,AKAP10,AKAP10_1,chr17,19977816,19977876
18050,SPECC1,SPECC1_2,chr17,20009316,20009376
18051,SPECC1,SPECC1_1,chr17,20156022,20156082
18052,LGALS9B,LGALS9B_1,chr17,20467523,20467583
18053,CCDC144NL,CCDC144NL_1,chr17,20896157,20896217
18054,USP22,USP22_2,chr17,21042997,21043057
18055,USP22,USP22_3,chr17,21098999,21099059
18056,DHRS7B,DHRS7B_1,chr17,21126685,21126745
18057,DHRS7B,DHRS7B_2,chr17,21126914,21126974
18058,USP22,USP22_1,chr17,21214150,21214210
18059,TMEM11,TMEM11_1,chr17,21214584,21214644
18060,NATD1,NATD1_1,chr17,21253399,21253459
18061,MAP2K3,MAP2K3_1,chr17,21284661,21284721
18062,KCNJ12,KCNJ12_1,chr17,21376240,21376300
18063,C17orf51,C17orf51_1,chr17,21551658,21551718
18064,C17orf51,C17orf51_2,chr17,21574444,21574504
18065,WSB1,WSB1_1,chr17,27294064,27294124
18066,LGALS9,LGALS9_1,chr17,27631171,27631231
18067,NOS2,NOS2_1,chr17,27893352,27893412
18068,NLK,NLK_1,chr17,28041708,28041768
18069,NLK,NLK_3,chr17,28042032,28042092
18070,TMEM97,TMEM97_1,chr17,28319150,28319210
18071,IFT20,IFT20_1,chr17,28335444,28335504
18072,TNFAIP1,TNFAIP1_2,chr17,28335523,28335583
18073,TNFAIP1,TNFAIP1_1,chr17,28335711,28335771
18074,POLDIP2,POLDIP2_1,chr17,28357516,28357576
18075,TMEM199,TMEM199_1,chr17,28357597,28357657
18076,SARM1,SARM1_1,chr17,28371644,28371704
18077,SLC46A1,SLC46A1_1,chr17,28406201,28406261
